"","State_FIPS_Code","County_FIPS_Code","A_Wh_Comp","A_Bl_Comp","A_Ot_Comp","A_Hi_Comp","B_Wh_Cancer","B_Bl_Cancer","B_Ot_Cancer","B_Hi_Cancer","C_Wh_Suicide","C_Bl_Suicide","C_Ot_Suicide","C_Hi_Suicide","C_Wh_Cancer","C_Bl_Cancer","C_Ot_Cancer","C_Hi_Cancer","D_Wh_Cancer","D_Bl_Cancer","D_Ot_Cancer","D_Hi_Cancer","D_Wh_HeartDis","D_Bl_HeartDis","D_Ot_HeartDis","D_Hi_HeartDis","D_Wh_Suicide","D_Bl_Suicide","D_Ot_Suicide","D_Hi_Suicide","E_Wh_Cancer","E_Bl_Cancer","E_Ot_Cancer","E_Hi_Cancer","E_Wh_HeartDis","E_Bl_HeartDis","E_Ot_HeartDis","E_Hi_HeartDis","F_Wh_HeartDis","F_Bl_HeartDis","F_Ot_HeartDis","F_Hi_HeartDis","F_Wh_Cancer","F_Bl_Cancer","F_Ot_Cancer","F_Hi_Cancer"
"1758","32","027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,25,NA,NA,NA,35,NA,NA,NA,28,NA,NA,NA,24,NA,NA,NA
"1759","32","029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,19,NA,NA,NA,23,NA,NA,NA,32,NA,NA,NA
"1760","32","031",43,NA,NA,35,18,NA,NA,NA,21,NA,NA,25,NA,NA,NA,NA,11,NA,NA,16,13,NA,24,NA,14,NA,10,NA,30,17,27,27,25,37,17,15,30,28,29,29,22,27,30,23
"1761","32","033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,19,NA,NA,NA,27,NA,NA,NA,28,NA,NA,NA,21,NA,NA,NA
"1762","32","510",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,32,NA,NA,NA,22,NA,NA,NA,28,NA,18,21,22,NA,38,17
"1763","33","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,13,NA,NA,NA,13,NA,NA,NA,43,NA,NA,NA,22,NA,NA,NA,32,NA,NA,NA,25,NA,NA,NA
"1764","33","003",NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,11,NA,NA,NA,13,NA,NA,NA,35,NA,NA,NA,25,NA,NA,NA,30,NA,NA,NA,24,NA,NA,NA
"1765","33","005",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,12,NA,NA,NA,12,NA,NA,NA,34,NA,NA,NA,27,NA,NA,NA,32,NA,NA,NA,22,NA,NA,NA
"1766","33","007",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,42,NA,NA,NA,22,NA,NA,NA,33,NA,NA,NA,22,NA,NA,NA
"1767","33","009",NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,38,NA,NA,NA,24,NA,NA,NA,31,NA,NA,NA,23,NA,NA,NA
"1768","33","011",49,NA,NA,NA,22,NA,NA,NA,23,NA,NA,NA,12,NA,NA,NA,22,NA,NA,NA,13,NA,NA,NA,16,NA,NA,NA,39,NA,NA,20,21,NA,NA,15,33,29,23,NA,22,19,27,NA
"1769","33","013",58,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,38,NA,NA,NA,22,NA,NA,NA,32,NA,NA,NA,22,NA,NA,NA
"1770","33","015",62,NA,NA,NA,10,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,11,NA,NA,NA,11,NA,NA,NA,45,NA,NA,NA,22,NA,NA,NA,29,20,NA,NA,25,35,NA,NA
"1771","33","017",NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,40,NA,NA,NA,20,NA,NA,NA,29,NA,NA,NA,25,NA,NA,NA
"1772","33","019",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,19,NA,NA,NA,16,NA,NA,NA,40,NA,NA,NA,25,NA,NA,NA,30,NA,NA,NA,24,NA,NA,NA
"1773","34","001",54,63,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,11,NA,14,13,NA,NA,NA,NA,NA,NA,NA,34,23,36,16,22,22,20,25,36,30,35,37,23,22,22,14
"1774","34","003",61,NA,NA,48,12,NA,NA,NA,14,NA,NA,NA,13,NA,NA,NA,22,16,31,26,11,13,NA,NA,NA,NA,11,NA,43,34,44,40,23,24,24,20,35,29,28,32,24,25,24,27
"1775","34","005",66,60,NA,NA,13,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,17,17,NA,NA,12,18,NA,NA,11,NA,NA,NA,41,30,37,38,21,24,13,20,32,29,31,25,23,26,20,25
"1776","34","007",59,65,NA,59,13,12,NA,NA,10,13,NA,NA,NA,NA,NA,NA,15,10,NA,15,NA,12,NA,NA,NA,NA,NA,NA,38,29,35,22,21,22,23,17,32,32,27,27,22,23,25,19
"1777","34","009",52,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,11,NA,NA,NA,15,NA,NA,NA,12,15,NA,NA,NA,NA,NA,NA,37,27,NA,NA,22,14,NA,NA,34,33,NA,NA,23,24,NA,NA
"1778","34","011",60,57,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,10,12,NA,NA,NA,NA,NA,NA,NA,34,28,NA,23,21,22,NA,14,35,32,31,31,21,23,17,15
"1779","34","013",49,46,NA,49,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,30,NA,11,NA,NA,NA,NA,NA,NA,NA,34,25,46,23,22,20,22,20,35,31,28,30,22,25,21,19
"1780","34","015",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,18,NA,NA,NA,16,NA,NA,11,NA,NA,NA,39,31,NA,NA,21,26,NA,NA,30,26,28,16,24,27,34,24
"1781","34","017",60,59,NA,66,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,32,17,NA,13,15,NA,NA,NA,NA,NA,33,23,41,32,23,21,20,21,38,31,36,36,21,23,21,20
"1782","34","019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,12,NA,NA,NA,13,NA,NA,NA,42,NA,NA,NA,19,NA,NA,NA,28,21,NA,NA,24,46,NA,NA
"1783","34","021",70,76,NA,NA,24,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,14,11,NA,NA,13,17,NA,NA,NA,NA,NA,NA,40,28,25,25,21,21,16,14,33,32,24,22,22,21,28,26
"1784","34","023",64,69,NA,64,24,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,17,12,16,NA,NA,12,16,NA,NA,NA,NA,NA,37,27,44,36,24,25,22,21,35,28,37,33,23,25,24,21
"1785","34","025",37,46,NA,NA,12,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,20,NA,NA,14,12,14,NA,12,NA,NA,NA,NA,41,28,35,35,20,19,22,NA,33,29,29,31,23,24,22,22
"1786","34","027",53,NA,NA,NA,23,NA,NA,NA,14,NA,NA,NA,13,NA,NA,NA,23,12,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,43,22,65,40,23,26,NA,25,33,30,39,19,24,20,19,35
"1787","34","029",46,NA,NA,NA,27,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,30,12,15,NA,10,NA,NA,NA,NA,39,28,NA,40,22,27,NA,15,38,34,34,35,23,28,25,18
"1788","34","031",46,55,NA,41,21,15,NA,20,NA,NA,NA,NA,12,NA,NA,12,16,12,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,36,26,49,28,21,21,17,18,36,29,32,25,22,25,22,26
"1789","34","033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14,NA,NA,12,11,NA,NA,NA,NA,NA,NA,38,36,NA,NA,25,18,NA,NA,36,37,NA,NA,23,23,NA,NA
"1790","34","035",69,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,23,21,NA,17,12,14,NA,17,NA,NA,NA,NA,41,36,33,36,18,20,15,18,31,30,32,28,23,23,22,26
"1791","34","037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,23,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,21,NA,NA,NA,35,NA,NA,NA,22,NA,NA,NA
"1792","34","039",57,50,NA,47,17,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,15,17,13,NA,15,NA,12,NA,NA,NA,NA,NA,NA,37,29,44,37,22,22,22,20,35,31,33,33,21,25,24,21
"1793","34","041",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,41,33,NA,NA,20,19,NA,NA,35,31,NA,29,21,31,NA,19
"1794","35","001",39,NA,NA,43,NA,NA,NA,NA,20,NA,NA,16,NA,NA,NA,NA,10,NA,NA,NA,NA,13,NA,NA,13,NA,13,11,29,24,27,25,18,19,NA,17,26,22,24,25,21,28,20,21
"1795","35","003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,25,NA,NA,NA,37,NA,NA,38,27,NA,NA,28
"1796","35","005",53,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,21,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,16,30,15,NA,22,21,20,NA,22,30,27,NA,29,23,14,NA,24
"1797","35","006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,15,NA,NA,NA,NA,NA,NA,18,11,28,NA,17,23,21,NA,12,23,24,NA,19,25,25,NA,15,27
"1798","35","007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,17,NA,NA,NA,NA,23,NA,NA,22,28,NA,NA,24,24,NA,NA,26,31,NA,NA,27,21,NA,NA,22
"1799","35","009",52,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,25,23,NA,NA,24,40,35,NA,34,17,32,NA,16
"1800","35","011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,21,NA,NA,NA,38,NA,NA,41,18,NA,NA,19
"1801","35","013",49,NA,NA,47,10,NA,NA,NA,11,NA,NA,10,NA,NA,NA,NA,12,NA,NA,16,NA,NA,NA,NA,13,NA,NA,NA,33,NA,NA,26,20,NA,NA,18,30,30,NA,27,22,30,NA,22
"1802","35","015",28,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,13,NA,NA,NA,NA,15,NA,NA,15,11,NA,NA,NA,10,NA,NA,NA,30,NA,NA,25,21,NA,NA,14,31,28,NA,28,20,17,NA,20
"1803","35","017",NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,20,32,NA,NA,36,18,NA,NA,19,28,NA,NA,28,22,NA,NA,20
"1804","35","019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,26,31,NA,NA,31,37,NA,NA,35,18,NA,NA,19
"1805","35","021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,24,33,NA,NA,39
"1806","35","023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,33,NA,NA,19,27,NA,NA,40,41,NA,NA,36,15,NA,NA,15
"1807","35","025",45,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,11,NA,NA,13,11,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,10,26,29,NA,21,27,14,NA,25,31,36,NA,28,21,21,NA,19
"1808","35","027",NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,31,NA,NA,18,19,NA,NA,25,28,NA,NA,22,23,NA,NA,28
"1809","35","028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,37,NA,NA,NA,19,NA,NA,NA,26,NA,NA,23,22,NA,NA,14
"1810","35","029",28,NA,NA,33,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,14,NA,NA,NA,NA,14,NA,NA,11,26,NA,NA,19,26,NA,NA,21,35,NA,NA,34,21,NA,NA,20
"1811","35","031",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,26,NA,17,31,20,NA,13,18,29,NA,21,32,25,NA,17,31
"1812","35","033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,16,30,NA,NA,26,16,NA,NA,16,29,NA,NA,29,19,NA,NA,18
"1813","35","035",NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,16,11,NA,10,NA,17,NA,NA,19,33,NA,NA,28,22,NA,15,19,32,26,27,30,22,21,22,22
"1814","35","037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,18,NA,NA,NA,NA,16,NA,NA,NA,30,NA,NA,31,25,NA,NA,24,39,NA,NA,34,22,NA,NA,21
"1815","35","039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,20,10,25,NA,24,24,19,NA,20,18,28,NA,18,28,21,NA,17,21
"1816","35","041",NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,12,NA,NA,13,31,NA,NA,20,26,NA,NA,31,34,NA,NA,31,21,NA,NA,23
"1817","35","043",50,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,15,NA,NA,NA,NA,16,NA,NA,11,37,NA,13,31,17,NA,20,18,27,26,18,22,25,24,18,25
"1818","35","045",30,NA,NA,NA,NA,NA,NA,NA,11,NA,12,NA,NA,NA,NA,NA,18,NA,NA,14,NA,NA,NA,NA,12,NA,NA,NA,31,NA,22,19,21,NA,16,23,25,NA,26,20,23,NA,13,28
"1819","35","047",NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,17,22,NA,NA,23,17,NA,NA,16,29,NA,NA,29,17,NA,NA,15
"1820","35","049",36,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,23,11,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,10,28,NA,NA,25,16,NA,NA,16,25,NA,26,24,23,NA,30,23
"1821","35","051",NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,30,NA,NA,24,25,NA,NA,25,30,NA,NA,29,22,NA,NA,22
"1822","35","053",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,10,NA,NA,NA,17,NA,NA,16,30,NA,21,25,20,NA,NA,22,28,NA,18,27,22,NA,22,22
"1823","35","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,26,18,NA,NA,18,26,NA,20,26,21,NA,27,21
"1824","35","057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,10,10,NA,NA,10,19,NA,NA,27,32,NA,NA,28,20,NA,NA,17,32,NA,NA,33,22,NA,NA,23
"1825","35","059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,31,25,NA,NA,15,36,NA,NA,36,17,NA,NA,18
"1826","35","061",32,NA,NA,35,NA,NA,NA,NA,24,NA,NA,19,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,25,21,NA,NA,18,27,NA,22,27,22,NA,26,20
"1827","36","001",54,66,NA,NA,NA,NA,NA,NA,15,13,NA,NA,NA,13,NA,NA,19,14,NA,NA,14,13,NA,NA,NA,NA,NA,NA,39,28,NA,15,25,25,NA,20,39,42,NA,32,20,21,NA,26
"1828","36","003",NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,14,NA,NA,NA,12,NA,NA,NA,36,NA,NA,NA,26,NA,NA,NA,31,NA,NA,NA,23,NA,NA,NA
"1829","36","005",55,52,NA,50,17,13,NA,20,12,NA,NA,10,NA,NA,NA,NA,10,12,20,NA,NA,NA,15,NA,NA,NA,11,NA,27,28,31,24,23,24,24,21,48,41,40,40,19,23,18,21
"1830","36","007",60,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,13,17,NA,NA,NA,NA,NA,NA,35,29,NA,NA,23,20,NA,NA,33,20,NA,NA,21,22,NA,NA
"1831","36","009",38,NA,NA,NA,27,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,15,NA,NA,NA,10,NA,NA,NA,40,NA,NA,NA,25,NA,39,NA,42,NA,44,NA,21,NA,21,NA
"1832","36","011",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,21,NA,NA,NA,35,24,NA,NA,21,40,NA,NA
"1833","36","013",56,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,29,NA,NA,NA,37,34,NA,36,21,28,NA,18
"1834","36","015",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,22,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,40,37,NA,NA,24,27,NA,NA,31,30,NA,NA,23,23,NA,NA
"1835","36","017",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,26,NA,NA,NA,39,NA,NA,NA,20,NA,NA,NA
"1836","36","019",26,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,14,NA,NA,NA,13,NA,NA,NA,39,NA,NA,NA,26,NA,NA,NA,34,NA,NA,NA,22,NA,NA,NA
"1837","36","021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,40,33,NA,NA,23,18,NA,NA,40,37,NA,NA,20,26,NA,NA
"1838","36","023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,23,NA,NA,NA,34,NA,NA,NA,20,NA,NA,NA
"1839","36","025",NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,36,NA,NA,NA,24,NA,NA,NA,38,NA,NA,NA,21,NA,NA,NA
"1840","36","027",55,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,22,14,NA,17,NA,10,NA,NA,NA,NA,NA,NA,39,26,NA,26,24,24,NA,21,36,34,18,33,22,24,18,26
"1841","36","029",58,64,NA,NA,16,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,21,10,NA,NA,13,16,NA,NA,NA,NA,NA,NA,36,29,16,27,23,25,24,20,35,30,30,31,22,23,24,20
"1842","36","031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,39,NA,NA,NA,26,NA,NA,NA,27,NA,NA,NA,22,NA,NA,NA
"1843","36","033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,15,NA,NA,NA,13,NA,NA,NA,31,NA,NA,NA,27,NA,NA,NA,31,NA,36,NA,23,NA,23,NA
"1844","36","035",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,24,NA,NA,NA,39,NA,NA,NA,22,NA,NA,NA
"1845","36","037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,24,NA,NA,NA,36,32,NA,NA,22,16,NA,NA
"1846","36","039",NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,18,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,50,NA,NA,28,NA,NA,NA,36,19,NA,NA,24,19,NA,NA
"1847","36","041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,14,NA,NA,NA,14,NA,NA,NA,40,NA,NA,NA,30,NA,NA,NA,31,NA,NA,NA,30,NA,NA,NA
"1848","36","043",65,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,14,NA,NA,NA,13,NA,NA,NA,38,NA,NA,NA,24,NA,NA,NA,37,NA,NA,NA,21,NA,NA,NA
"1849","36","045",59,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,37,NA,NA,NA,27,NA,NA,NA,30,NA,NA,NA,22,NA,NA,NA
"1850","36","047",55,57,46,59,15,11,NA,16,10,NA,NA,NA,NA,NA,28,NA,13,13,34,10,NA,12,NA,NA,NA,NA,NA,NA,31,29,46,23,28,25,25,23,55,45,43,42,19,23,23,21
"1851","36","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,24,NA,NA,NA,32,NA,NA,NA,24,NA,NA,NA
"1852","36","051",NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,20,NA,NA,NA,27,NA,NA,NA,24,NA,NA,NA
"1853","36","053",54,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,40,NA,NA,NA,23,NA,NA,NA,31,NA,NA,NA,24,NA,NA,NA
"1854","36","055",60,72,NA,NA,23,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,20,11,NA,16,11,10,NA,NA,10,NA,NA,NA,40,31,39,36,22,25,18,17,31,27,17,29,22,24,26,17
"1855","36","057",NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,11,NA,NA,NA,11,NA,NA,NA,35,NA,NA,NA,32,NA,NA,NA,48,NA,NA,56,18,NA,NA,13
"1856","36","059",55,58,NA,51,19,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,20,16,38,13,NA,13,14,NA,NA,NA,NA,NA,43,30,37,32,22,24,24,22,45,45,46,44,22,22,19,20
"1857","36","061",58,55,NA,57,19,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,13,11,20,12,NA,NA,NA,NA,NA,NA,12,NA,33,25,47,25,20,24,16,20,41,37,33,37,25,24,25,22
"1858","36","063",56,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,14,10,NA,NA,14,13,NA,NA,10,NA,NA,NA,36,27,NA,NA,27,17,NA,NA,39,35,36,23,21,23,12,32
"1859","36","065",50,NA,NA,NA,18,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,18,17,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,37,25,NA,NA,26,18,NA,NA,34,25,NA,NA,20,28,NA,NA
"1860","36","067",57,61,NA,NA,16,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,24,11,NA,NA,11,21,NA,NA,NA,NA,NA,NA,37,35,32,20,21,22,24,26,29,29,14,21,23,25,26,17
"1861","36","069",37,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,23,NA,NA,NA,30,28,NA,NA,22,26,NA,NA
"1862","36","071",53,NA,NA,NA,21,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,26,12,22,NA,11,NA,NA,NA,NA,39,29,NA,32,22,24,NA,21,35,35,21,33,22,23,38,19
"1863","36","073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,29,NA,NA,NA,35,33,NA,NA,22,24,NA,NA
"1864","36","075",50,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,10,NA,NA,NA,11,NA,NA,NA,37,NA,NA,NA,27,NA,NA,NA,33,NA,NA,NA,22,NA,NA,NA
